i,j,x,y
22,23,26.575140853510938,27.709738445629714
22,24,26.26256659751843,28.43139809439956
22,25,26.076462803708274,29.3081403204769
22,26,26.012120834318228,30.364819572357014
22,27,26.06597308744807,31.617378531437687
22,28,26.235790303767192,33.07641411771981
22,29,26.523677740822066,34.748709458424926
22,30,26.938511232652004,36.638778376705936
22,31,27.5,38.75
23,0,28.75,0.0
23,1,28.16586660418212,2.072786988888609
23,2,27.71322894289176,3.9658610364016678
23,3,27.37280874680007,5.682132884770364
23,4,27.13283850365754,7.225619924409418
23,5,26.987260109337676,8.601742944017982
23,6,26.93432831050161,9.818215236590106
23,7,26.97528132893484,10.886443342806412
23,8,27.113175077324637,11.8236862031797
23,9,27.35322047775618,12.65726338396204
23,10,27.705227334000174,13.432345078283362
23,11,28.13733471206735,14.187618062809037
23,12,28.682431421244594,15.038610616431662
23,13,29.191450300180577,16.060807014208322
23,14,29.61523947640823,17.25278872102622
23,15,29.899494936611667,18.585786437626904
23,16,29.814329436510693,19.999999974187165
23,17,29.899494936611667,21.414213562373096
23,18,29.61523947640823,22.74721127897378
23,19,29.191450300180577,23.939192985791678
23,20,28.682431421244594,24.96138938356834
23,21,28.13733471206735,25.812381937190963
23,22,27.709738445629714,26.575140853510938
23,23,27.36801169118127,27.36801169118127
23,24,27.14630306830109,28.234210139817094
23,25,27.0363154778104,29.221181149934292
23,26,27.03459524481148,30.357769374312277
23,27,27.14042802984787,31.66232036200456
23,28,27.355726476456486,33.14698694690616
23,29,27.686481732913432,34.81990619783851
23,30,28.144577115937917,36.686496123422955
23,31,28.75,38.75
24,0,30.0,0.0
24,1,29.403102312051345,2.0168249715470035
24,2,28.93212179768593,3.873499224527281
24,3,28.569378140978696,5.573490644552628
24,4,28.302270122294495,7.121572612073147
24,5,28.12263332644854,8.52395427352193
24,6,28.02577009208413,9.788865913052728
24,7,28.009308760708734,10.927457874820597
24,8,28.071900810847268,11.954814117201797
24,9,28.211490462346475,12.89036119299987
24,10,28.4209267167403,13.754080173842821
24,11,28.67325750748246,14.54477572690611
24,12,29.057977164003493,15.515857173777613
24,13,29.363291775690445,16.488765584116084
24,14,29.70142500145332,17.57464374963667
24,15,29.922778767136677,18.759652654107917
24,16,30.0,20.0
24,17,29.922778767136677,21.240347345892083
24,18,29.70142500145332,22.42535625036333
24,19,29.363291775690445,23.511234415883916
24,20,29.059525033926466,24.486543050636733
24,21,28.677368506976656,25.461648278099307
24,22,28.431398094399555,26.26256659751843
24,23,28.23421013981709,27.14630306830109
24,24,28.114472398856133,28.114472398856133
24,25,28.08104879841246,29.18914964708154
24,26,28.1379600599885,30.391282837732227
24,27,28.289014167106842,31.737064039995182
24,28,28.53973020685232,33.23841175574681
24,29,28.898812363275276,34.90397007078727
24,30,29.379416312280608,36.73987118744005
24,31,30.0,38.75
25,0,31.25,0.0
25,1,30.663493663934222,1.9541029457190697
25,2,30.194052624409018,3.7663935105446695
25,3,29.82518370044932,5.441462069090023
25,4,29.5439730955691,6.984852548192881
25,5,29.340897004095424,8.403123251982478
25,6,29.209137483160234,9.704172716459151
25,7,29.143614313650467,10.897627085469743
25,8,29.139788595532977,11.994937892029483
25,9,29.192155793780564,13.008442388432355
25,10,29.29231502822268,13.947859183912817
25,11,29.428584110492842,14.813059158663076
25,12,29.646055991128996,15.788964428263043
25,13,29.813761510507383,16.7405308231996
25,14,30.000678375123016,17.773496318496594
25,15,30.093564097954783,18.989555982607847
25,16,30.0,20.0
25,17,30.093831741792478,21.01101330132891
25,18,30.001435840078543,22.227798572489288
25,19,29.815397272401377,23.262046415187584
25,20,29.650100545687707,24.21724832539276
25,21,29.43681081479144,25.199534632784697
25,22,29.3081403204769,26.07646280370828
25,23,29.221181149934292,27.0363154778104
25,24,29.18914964708154,28.08104879841246
25,25,29.22214672787505,29.22214672787505
25,26,29.32766532147326,30.473355785313295
25,27,29.51267599595419,31.847232086550758
25,28,29.785265540816795,33.3542403205564
25,29,30.15590597830155,35.00283395159289
25,30,30.638360657041314,36.799730904779395
25,31,31.25,38.75
26,0,32.5,0.0
26,1,31.9456254848774,1.882739390644815
26,2,31.497723359544608,3.6409901388383297
26,3,31.140334825624493,5.280872997702978
26,4,30.860412099827343,6.808723082886397
26,5,30.647699557638433,8.231152315065364
26,6,30.49417242526136,9.555240143980324
26,7,30.393253208624298,10.788621009395037
26,8,30.33895494604809,11.939177881875608
26,9,30.325137373001123,13.013951931195809
26,10,30.345401938872516,14.016920739363409
26,11,30.395348979993766,14.94620406698766
26,12,30.49512665910256,15.935059378840847
26,13,30.568011220893407,16.905717085801257
26,14,30.65217112592518,17.911718501144083
26,15,30.680855561144565,19.0438545700051
26,16,30.6169977371622,20.000604140483283
26,17,30.68149887031454,20.957893496530698
26,18,30.65382592876332,22.091239312548105
26,19,30.571236753634015,23.09940288547796
26,20,30.501399980212902,24.074501652908907
26,21,30.40663735806446,25.070769665753094
26,22,30.36481957235702,26.01212083431823
26,23,30.357769374312277,27.034595244811474
26,24,30.391282837732227,28.137960059988497
26,25,30.473355785313295,29.327665321473262
26,26,30.61202177643534,30.61202177643534
26,27,30.81557125936283,32.000006037957476
26,28,31.093394658479944,33.50020870383184
26,29,31.45687928674044,35.120540185466034
26,30,31.92009598135477,36.86826167049504
26,31,32.5,38.75
27,0,33.75,0.0
27,1,33.24976793962499,1.7999873914560398
27,2,32.84416361768082,3.4923104469759396
27,3,32.517212101456764,5.084979861574245
27,4,32.25589189208897,6.585128083665421
27,5,32.04983339893772,7.9992285736565325
27,6,31.890711299068794,9.333336730220513
27,7,31.77157809736109,10.593100578851278
27,8,31.68631697275093,11.78335156229151
27,9,31.629453767857367,12.907129240438573
27,10,31.596786982314256,13.964169211624627
27,11,31.58764172329886,14.949358741158619
27,12,31.61215506357368,15.964912737826202
27,13,31.622210762186835,16.96264095269878
27,14,31.64627427929353,17.965025853312262
27,15,31.64385003943033,19.048509142189392
27,16,31.599233933693245,20.001151892746844
27,17,31.644793099343925,20.954311680240675
27,18,31.64857204415409,22.03921947098387
27,19,31.62645519180926,23.044142178858287
27,20,31.61969698589737,24.046510542265306
27,21,31.60034350310033,25.069463295661468
27,22,31.617378531437698,26.06597308744808
27,23,31.66232036200457,27.14042802984787
27,24,31.73706403999519,28.289014167106842
27,25,31.847232086550758,29.51267599595419
27,26,32.000006037957476,30.815571259362827
27,27,32.20360060821223,32.20360060821223
27,28,32.46755897065409,33.683504682333975
27,29,32.803380024226385,35.26253737985618
27,30,33.22517004250043,36.94852325862652
27,31,33.75,38.75
28,0,35.0,0.0
28,1,34.577461228075386,1.702206875229424
28,2,34.23622438300475,3.313966158002481
28,3,33.959905453086414,4.845521534019332
28,4,33.73586647291472,6.304671730147771
28,5,33.5543542337667,7.697519786041081
28,6,33.40763663528323,9.029003161770097
28,7,33.28933866080288,10.30300218999605
28,8,33.19407474126097,11.521962212585052
28,9,33.11754113169342,12.6860077652878
28,10,33.0573577772438,13.791654859496793
28,11,33.015018656913846,14.83054743018032
28,12,32.99745097201797,15.884946700375137
28,13,32.972081860252715,16.920400408841527
28,14,32.964355611124,17.944019891580208
28,15,32.94731686647979,19.023506522020238
28,16,32.91225206676913,20.001417489188444
28,17,32.948365895769044,20.979792689166526
28,18,32.966829383701196,22.06065791693456
28,19,32.97651316100276,23.086719192388806
28,20,33.00496890566678,24.126386940609358
28,21,33.02719597275663,25.187296427640575
28,22,33.07641411771982,26.235790303767196
28,23,33.146986946906175,27.355726476456486
28,24,33.23841175574681,28.53973020685232
28,25,33.35424032055641,29.78526554081679
28,26,33.50020870383184,31.093394658479934
28,27,33.683504682333975,32.46755897065408
28,28,33.91282098027891,33.9128209802789
28,29,34.198910888433424,35.43568667154066
28,30,34.55545848375199,37.04447332089696
28,31,35.0,38.75
29,0,36.25,0.0
29,1,35.931737674872444,1.5843647308219007
29,2,35.678684689271094,3.0976400223897906
29,3,35.47409764603869,4.552324257803385
29,4,35.306632125160185,5.956253645213769
29,5,35.1681770122879,7.314656236031221
29,6,35.05254413916337,8.631195828458464
29,7,34.95474586899168,9.908265425194285
29,8,34.870707371762606,11.146695341098567
29,9,34.797442321303826,12.344903313104266
29,10,34.73386494853975,13.49745982538495
29,11,34.68248723447295,14.593191595303836
29,12,34.649624239609544,15.699113300483559
29,13,34.61179906327374,16.787339633083718
29,14,34.592158171688254,17.857295093906945
29,15,34.571470973472934,18.97028044092741
29,16,34.5431327154618,20.001297687180767
29,17,34.5723834043158,21.0326720412005
29,18,34.59426703012208,22.146754143453123
29,19,34.61550917652294,23.2186435095191
29,20,34.655753502284696,24.310096605785272
29,21,34.6921836604732,25.420905348338152
29,22,34.74870945842493,26.52367774082207
29,23,34.81990619783852,27.686481732913432
29,24,34.90397007078727,28.898812363275276
29,25,35.00283395159289,30.155905978301547
29,26,35.120540185466034,31.45687928674043
29,27,35.26253737985618,32.80338002422638
29,28,35.43568667154066,34.198910888433424
29,29,35.648877351541465,35.648877351541465
29,30,35.914353917782506,37.16152163770101
29,31,36.25,38.75
30,0,37.5,0.0
30,1,37.31838903022939,1.4385842466770282
30,2,37.179149251584285,2.831886753082606
30,3,37.06740499272922,4.192577250598215
30,4,36.975324490743986,5.52660496680491
30,5,36.897953252785925,6.837293039743827
30,6,36.8317003189436,8.126696110118106
30,7,36.7737249028971,9.395960157133914
30,8,36.721735148119464,10.645151725778563
30,9,36.67411561401497,11.87257476883082
30,10,36.630489254072316,13.073212810474015
30,11,36.593013010861625,14.2349987505326
30,12,36.56745509968702,15.40651859282626
30,13,36.537558077661366,16.56568188559798
30,14,36.521603515692696,17.70822061763917
30,15,36.506759112843724,18.88446920485724
30,16,36.48707808929593,20.000793654680532
30,17,36.507302281144376,21.117314708444752
30,18,36.52284435608517,22.2941828352391
30,19,36.539719610715956,23.437811539556005
30,20,36.57097096043445,24.59875414232779
30,21,36.598500711657586,25.772942204440366
30,22,36.638778376705936,26.938511232652004
30,23,36.68649612342296,28.144577115937917
30,24,36.73987118744005,29.37941631228061
30,25,36.799730904779395,30.63836065704132
30,26,36.86826167049504,31.920095981354773
30,27,36.94852325862652,33.22517004250043
30,28,37.04447332089696,34.555458483752
30,29,37.16152163770101,35.914353917782506
30,30,37.30808932458355,37.30808932458355
30,31,37.5,38.75
31,0,38.75,0.0
31,1,38.75,1.25
31,2,38.75,2.5
31,3,38.75,3.75
31,4,38.75,5.0
31,5,38.75,6.25
31,6,38.75,7.5
31,7,38.75,8.75
31,8,38.75,10.0
31,9,38.75,11.25
31,10,38.75,12.5
31,11,38.75,13.75
31,12,38.75,15.0
31,13,38.75,16.25
31,14,38.75,17.5
31,15,38.75,18.75
31,16,38.75,20.0
31,17,38.75,21.25
31,18,38.75,22.5
31,19,38.75,23.75
31,20,38.75,25.0
31,21,38.75,26.25
31,22,38.75,27.5
31,23,38.75,28.75
31,24,38.75,30.0
31,25,38.75,31.25
31,26,38.75,32.5
31,27,38.75,33.75
31,28,38.75,35.0
31,29,38.75,36.25
31,30,38.75,37.5
31,31,38.75,38.75
